Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
4,A1 LM,SHRIMPLIN,2824.0,52.93386429817441,0.680117826290268,16.760503249014903,13.441051295267263,3.708565257228448,2,0.63
4,A1 LM,SHRIMPLIN,2824.5,55.137181881572886,0.6556595631635709,13.757066858099442,11.118898146907862,3.8501639016410882,2,0.611
4,A1 LM,SHRIMPLIN,2825.0,75.72777969271243,0.7188834797257946,10.49853506846364,10.666143449798035,4.5631633915445144,2,0.574
4,A1 LM,SHRIMPLIN,2825.5,51.95064967629768,0.6753057214407359,5.349478412191869,7.767209689014943,4.93214023774185,2,0.556
4,A1 LM,SHRIMPLIN,2826.0,54.50601886430769,0.7403025568752486,3.6176139537445984,8.969386784466215,5.390026499783123,2,0.537
6,A1 LM,SHRIMPLIN,2826.5,64.50747077641446,0.8097155160600942,3.467802218260858,10.108472039112531,5.566541345218637,2,0.519
6,A1 LM,SHRIMPLIN,2827.0,68.43960221926385,0.8232912848652999,3.076233061589619,8.63600903339576,5.401982144998699,2,0.5
6,A1 LM,SHRIMPLIN,2827.5,95.69620720071745,0.8854112062373313,4.2295509361163335,8.285236376781038,5.361649239491929,2,0.48100000000000004
6,A1 LM,SHRIMPLIN,2828.0,106.94282224704597,0.8986489557914626,4.75865943339896,6.487070069072746,5.214127217146769,2,0.46299999999999997
6,A1 LM,SHRIMPLIN,2828.5,117.5884322569206,0.9433611006555127,5.942349773291287,6.247543029778063,5.309657203296543,2,0.444
6,A1 LM,SHRIMPLIN,2829.0,110.03450326110902,0.97941746212192,6.276707782484754,6.496752048655548,5.477663574145815,2,0.426
6,A1 LM,SHRIMPLIN,2829.5,82.93008628769245,0.9975565929086239,4.9230960160974275,5.946397180588517,5.6726714562842515,2,0.40700000000000003
6,A1 LM,SHRIMPLIN,2830.0,73.0740503482964,1.0801784646078636,4.485395589826822,7.432786351838505,6.0576162680891255,2,0.37
6,A1 LM,SHRIMPLIN,2830.5,50.94407309734564,1.0808457863255208,3.7389689309385963,6.6554924070114545,6.052917728572155,2,0.35200000000000004
6,A1 LM,SHRIMPLIN,2831.0,37.87716982077203,1.063427514161502,3.3725286374611487,5.84606059545518,5.886290128275669,2,0.33299999999999996
6,A1 LM,SHRIMPLIN,2831.5,43.7518688224055,1.0799942716024113,3.557330235529462,6.805701782790447,5.822536130922289,2,0.315
6,A1 LM,SHRIMPLIN,2832.0,31.69551323495223,1.0133467209875027,2.3585011276992405,5.8766659767513945,5.544478463898676,2,0.29600000000000004
6,A1 LM,SHRIMPLIN,2832.5,31.124704217408347,0.9825460018595101,2.1270604206309516,6.3490968381642965,5.374334982558811,2,0.278
6,A1 LM,SHRIMPLIN,2833.0,41.536978779863134,0.9986035039629532,2.791982467746554,8.293879082390314,5.2570786217409635,2,0.259
6,A1 LM,SHRIMPLIN,2833.5,27.806776971029823,0.9244966881010483,1.314170417604621,7.4738802926884675,4.835359611158566,2,0.24100000000000002
6,A1 LM,SHRIMPLIN,2834.0,47.930107945657994,0.9443154904691095,1.493630972235418,8.939317740552983,4.769111919003167,2,0.222
6,A1 LM,SHRIMPLIN,2834.5,47.898544659528405,0.8815340076755829,1.6872458752305988,7.609724183544072,4.5624137031085095,2,0.204
6,A1 LM,SHRIMPLIN,2835.0,59.187220657902344,0.855505694328774,4.724825588269505,7.8665295692853165,4.575327793737909,2,0.185
6,A1 LM,SHRIMPLIN,2835.5,69.54699846487664,0.8461552020028257,8.349291507456154,8.942624598158114,4.647739083274356,2,0.16699999999999998
6,A1 LM,SHRIMPLIN,2836.0,78.41751269975374,0.8699875099126837,10.871541704219972,10.528423089596844,4.710918331611505,2,0.14800000000000002
6,A1 LM,SHRIMPLIN,2836.5,81.80161118627768,0.8893054293796069,11.312989532155296,10.946317835611675,4.6793208293988195,2,0.13
6,A1 LM,SHRIMPLIN,2837.0,77.72736542898267,0.8847950262962073,9.531455735533275,9.305244307502052,4.562953233865654,2,0.111
6,A1 LM,SHRIMPLIN,2837.5,77.65646692029148,0.9161694673446872,7.570270350324469,7.499587021973454,4.712334543614107,2,0.09300000000000001
6,A1 LM,SHRIMPLIN,2838.0,65.81315753428954,0.9105944836770816,5.337101734393196,4.705196995652872,4.97669156536481,2,0.07400000000000001
6,A1 LM,SHRIMPLIN,2838.5,59.01196302895675,0.8850871809375418,3.8997020271007092,3.4419348338071067,5.395024043230086,2,0.055999999999999994
6,A1 LM,SHRIMPLIN,2839.0,63.2839402695426,0.8390230438784347,2.733094414201141,5.202830372861473,5.69956392483223,2,0.037000000000000005
6,A1 LM,SHRIMPLIN,2839.5,81.34847334429287,0.7772173097287881,1.7247817008546213,10.957783722465651,5.355608007287019,2,0.019
3,B1 SH,SHRIMPLIN,2840.0,99.88066328464345,0.7151080165323016,2.4046825178231632,19.360733684092327,4.332520276222067,1,1.0
3,B1 SH,SHRIMPLIN,2840.5,115.0949883338712,0.6998689679247547,5.946462993351473,26.69550835139746,3.4084134473434538,1,0.9740000000000001
3,B1 SH,SHRIMPLIN,2841.0,101.56171538095671,0.6497185884274227,8.331741727019077,26.485510232068837,2.748225045903845,1,0.9490000000000001
3,B1 SH,SHRIMPLIN,2841.5,98.78667768521399,0.6674761686499774,9.942310668194049,22.84599345983402,2.7692021908294664,1,0.9229999999999999
3,B1 SH,SHRIMPLIN,2842.0,69.4764848110389,0.569117976490016,9.030433796584093,14.998043064354784,2.882376244339655,1,0.897
2,B1 SH,SHRIMPLIN,2842.5,70.68238505472442,0.5661729411169104,10.614598131407025,12.600387296738377,3.5246906297710927,1,0.872
2,B1 SH,SHRIMPLIN,2843.0,69.35444320947688,0.5859307816604007,12.562080693846452,12.728131216076726,4.058249628317914,1,0.846
2,B1 SH,SHRIMPLIN,2843.5,46.183448967379505,0.5450037001976175,12.130376906744942,11.110616495264557,4.050284920365896,1,0.821
2,B1 SH,SHRIMPLIN,2844.0,59.75670236947586,0.5918723943942406,12.765027832682614,12.157435353354021,4.06737080553473,1,0.795
2,B1 SH,SHRIMPLIN,2844.5,63.12589767103995,0.5687775564679581,12.763163875990337,11.851032371674894,3.8874415764972703,1,0.769
2,B1 SH,SHRIMPLIN,2845.0,69.30908038739169,0.5615678742366373,13.48056892674413,12.382972481142268,3.8328304793552515,1,0.7440000000000001
2,B1 SH,SHRIMPLIN,2845.5,68.5749646287805,0.5463365787286687,13.308707061639588,12.456649395049777,3.7743191960868323,1,0.718
2,B1 SH,SHRIMPLIN,2846.0,77.41663733322183,0.551158779318295,12.277709559357298,14.099087541532276,3.8002910871584152,1,0.6920000000000001
2,B1 SH,SHRIMPLIN,2846.5,62.785705719803516,0.4547496908765559,8.215487135000673,14.722390959774916,3.5345031369532363,1,0.667
3,B1 SH,SHRIMPLIN,2847.0,91.37466653564128,0.5060482069261891,7.484051542846489,20.963244382548286,3.644606870614956,1,0.6409999999999999
3,B1 SH,SHRIMPLIN,2847.5,93.20144518069007,0.4871037583296864,7.5362226853765515,22.344598055722624,3.468071032279436,1,0.615
3,B1 SH,SHRIMPLIN,2848.0,90.85993431093596,0.48075754656117403,9.6089991064383,20.615677785350638,3.3659235884656016,1,0.59
3,B1 SH,SHRIMPLIN,2848.5,91.79238407326302,0.49866562541454307,12.238497117140104,18.218993164122296,3.4415278943988254,1,0.564
3,B1 SH,SHRIMPLIN,2849.0,91.01176719815052,0.5041438867535505,12.865327008656896,17.14236408398072,3.520043789084103,1,0.5379999999999999
3,B1 SH,SHRIMPLIN,2849.5,86.31270995871868,0.486392978033238,9.885560247459626,18.119518983657784,3.4511704249038515,1,0.513
2,B1 SH,SHRIMPLIN,2850.0,89.96860282495314,0.488945899210811,6.115467063922815,20.36751215329655,3.3360954564890184,1,0.48700000000000004
2,B1 SH,SHRIMPLIN,2850.5,81.89155224837091,0.4435570737633994,3.5836391945924833,19.189790075663684,3.0248673129757018,1,0.462
2,B1 SH,SHRIMPLIN,2851.0,81.76152800648542,0.4201065995087135,4.593320929713685,17.29019999428952,2.838448105516269,1,0.436
2,B1 SH,SHRIMPLIN,2851.5,86.91996448343389,0.41438966029714536,6.923405598603827,16.600301192164704,2.834694717477734,1,0.41
2,B1 SH,SHRIMPLIN,2852.0,84.8115382555308,0.3869364912850865,7.744067465132265,16.91072815631751,2.897569368542818,1,0.385
2,B1 SH,SHRIMPLIN,2852.5,68.34702395099055,0.3144171078603873,6.292678404912127,16.69913019771474,2.8470320162710343,1,0.359
2,B1 SH,SHRIMPLIN,2853.0,76.27287948563651,0.3186837531143152,5.798085518474713,18.122704479573187,2.962802287920327,1,0.33299999999999996
2,B1 SH,SHRIMPLIN,2853.5,61.45862043100371,0.2502810401989306,3.9424330651625406,16.029249184417182,2.8110890005005325,1,0.308
2,B1 SH,SHRIMPLIN,2854.0,80.44182458411298,0.3247941767619409,4.659634456495544,17.048025721916435,3.1124609919500217,1,0.282
2,B1 SH,SHRIMPLIN,2854.5,70.11638427722104,0.31067199816753016,4.180107583156058,14.68372414906774,3.2023662997184323,1,0.256
2,B1 SH,SHRIMPLIN,2855.0,73.55210163644716,0.32765741842922114,5.595490703195205,14.507932689833737,3.4197785724876884,1,0.231
3,B1 SH,SHRIMPLIN,2855.5,92.8989909657718,0.40290273075666866,7.426623880758431,17.12021799153659,3.670667611927348,1,0.205
3,B1 SH,SHRIMPLIN,2856.0,78.85510697552468,0.39773571591630424,5.593338184585326,16.740076452047383,3.4465574086049067,1,0.179
3,B1 SH,SHRIMPLIN,2856.5,85.31675144641801,0.48042144479572174,4.94837247946454,17.636837292567563,3.382670132731716,1,0.154
3,B1 SH,SHRIMPLIN,2857.0,76.24305957808183,0.5003429432044715,4.58220995706372,15.280545533461822,3.235287565702483,1,0.128
3,B1 SH,SHRIMPLIN,2857.5,87.64044196149395,0.5626691673495204,6.845616388689128,15.971944176975981,3.475584581037519,1,0.10300000000000001
3,B1 SH,SHRIMPLIN,2858.0,82.89360477123391,0.5409048902969659,7.573555512417334,17.709318911114856,3.497348584861597,1,0.077
3,B1 SH,SHRIMPLIN,2858.5,88.40003504922421,0.5700984724929254,7.5586845284691915,21.38061553658263,3.39231409156408,1,0.051
5,B1 LM,SHRIMPLIN,2859.0,81.50179288254856,0.6236993079365639,6.430889568881358,22.308956906208742,3.23030638927055,2,1.0
5,B1 LM,SHRIMPLIN,2859.5,52.7300157629723,0.6587849123144376,5.063370265950564,17.45286484422985,3.2160250067236187,2,0.9440000000000001
5,B1 LM,SHRIMPLIN,2860.0,42.64212353188195,0.7233256361321957,5.9930683839987005,11.346809961557058,3.761904714549969,2,0.889
5,B1 LM,SHRIMPLIN,2860.5,29.609394856155063,0.7304045726484236,6.665611767669355,4.88852834826138,4.2783776957680315,2,0.833
8,B1 LM,SHRIMPLIN,2861.0,26.79852866736645,0.796719790813759,7.025214638535213,3.0780471380078565,4.638859302296989,2,0.778
8,B1 LM,SHRIMPLIN,2861.5,17.28626872985426,0.8903284050785533,5.97026149702902,2.9163496106873623,4.701829345096696,2,0.722
8,B1 LM,SHRIMPLIN,2862.0,31.24079717905797,1.0823081439783133,6.1942679939223115,5.091896362148165,4.975776887474412,2,0.667
8,B1 LM,SHRIMPLIN,2862.5,15.999046240671854,1.1600188510277585,4.7074251469346065,2.7372212885007965,5.040655997385598,2,0.611
8,B1 LM,SHRIMPLIN,2863.0,22.720524483638847,1.2944226459529333,4.907601700707344,2.219252947192094,5.418852651360749,2,0.556
8,B1 LM,SHRIMPLIN,2863.5,18.437162547488708,1.3784260212879322,4.730635711144964,1.5198176166272799,5.69467224614433,2,0.5
8,B1 LM,SHRIMPLIN,2864.0,21.57870455467476,1.4379482416811584,4.447422973782102,1.922763628953236,5.908969635714138,2,0.444
6,B1 LM,SHRIMPLIN,2864.5,25.521668418740077,1.455528011140894,3.5563422712812534,1.9823416653786712,5.922251397921964,2,0.389
6,B1 LM,SHRIMPLIN,2865.0,46.45715943851845,1.512036104920074,3.931117141300074,3.341799290953838,5.942057686085986,2,0.33299999999999996
6,B1 LM,SHRIMPLIN,2865.5,43.92491568718606,1.4662120575499566,3.7434239598680588,2.6496598552359525,5.74234592385237,2,0.278
6,B1 LM,SHRIMPLIN,2866.0,47.41614824158749,1.4271423508675265,4.287252482499807,3.066100266338533,5.758946960555022,2,0.222
6,B1 LM,SHRIMPLIN,2866.5,46.29958767918348,1.3618699380377812,4.121210493877324,3.252321539724451,5.809657779670378,2,0.16699999999999998
6,B1 LM,SHRIMPLIN,2867.0,45.11718125831327,1.2428504887082317,3.3282496305683162,3.079692764194652,5.791132390208041,2,0.111
6,B1 LM,SHRIMPLIN,2867.5,56.30305553934864,1.1073083346963177,3.3854053236529102,3.939947480409752,5.6284163408408645,2,0.055999999999999994
3,B2 SH,SHRIMPLIN,2868.0,60.346302981696205,0.9507787327242148,3.9495667827896934,4.919822741458664,5.090014413767908,1,1.0
3,B2 SH,SHRIMPLIN,2868.5,78.28730494049049,0.8842917143332646,6.6348160852624005,8.58194359231578,4.626260952363906,1,0.9640000000000001
3,B2 SH,SHRIMPLIN,2869.0,84.57444110450845,0.8058149627868901,8.840062017342074,11.1067730765484,4.062671470226577,1,0.929
3,B2 SH,SHRIMPLIN,2869.5,89.6816808037787,0.7415370800868523,9.890341433093417,12.591125103608668,3.602144979905165,1,0.893
2,B2 SH,SHRIMPLIN,2870.0,96.87406081966562,0.7129610654544174,9.916736793236941,12.945001563763546,3.4432872561069816,1,0.857
2,B2 SH,SHRIMPLIN,2870.5,87.28258632571317,0.659107587314746,9.064546157025001,11.11022169391383,3.3734697677118923,1,0.821
2,B2 SH,SHRIMPLIN,2871.0,78.5936506974294,0.6130182293736103,9.417241511131907,9.86839069320051,3.4271057160030116,1,0.7859999999999999
2,B2 SH,SHRIMPLIN,2871.5,80.76919052902431,0.5784946453309704,11.185626118986134,10.900860810359546,3.612926572094885,1,0.75
2,B2 SH,SHRIMPLIN,2872.0,81.87604625167425,0.5153578235769254,12.683286658141549,12.53305160444636,3.747385791094251,1,0.7140000000000001
3,B2 SH,SHRIMPLIN,2872.5,98.58825748384393,0.5080413593758496,14.410186277203499,15.89600823904634,3.922113694702351,1,0.679
3,B2 SH,SHRIMPLIN,2873.0,101.840423930653,0.5027446862084678,14.396704696086545,17.169533295781154,3.879614159934522,1,0.643
3,B2 SH,SHRIMPLIN,2873.5,98.60737282523026,0.5182360507802606,13.474512392595717,16.65068896501777,3.7940214733828608,1,0.607
3,B2 SH,SHRIMPLIN,2874.0,92.01293218117259,0.5178927164565141,12.11849700492093,14.799278933912328,3.7093893719762865,1,0.5710000000000001
3,B2 SH,SHRIMPLIN,2874.5,87.78109623347842,0.5020074986676497,10.94250803443134,12.830242821618457,3.7008531842351533,1,0.536
3,B2 SH,SHRIMPLIN,2875.0,87.69537984710414,0.5128925618847058,10.579049752941426,12.178934568519333,3.813445527749305,1,0.5
2,B2 SH,SHRIMPLIN,2875.5,77.32152235438498,0.5169542794412326,10.155779391901287,11.691661360650963,3.9409596959446507,1,0.46399999999999997
2,B2 SH,SHRIMPLIN,2876.0,70.520875422359,0.5304212829135099,9.908657105820296,11.477510479462593,4.1188471502410176,1,0.429
2,B2 SH,SHRIMPLIN,2876.5,67.01639771173359,0.5523775323410952,9.215164339963886,10.808766917987127,4.251672071274129,1,0.39299999999999996
2,B2 SH,SHRIMPLIN,2877.0,72.27871803722154,0.6068062655604092,8.385825240362301,10.55361766751593,4.414657760742072,1,0.35700000000000004
2,B2 SH,SHRIMPLIN,2877.5,63.257350704117364,0.6080766625811133,6.607336051467731,9.145966702520973,4.402694582128535,1,0.321
2,B2 SH,SHRIMPLIN,2878.0,56.360672511096965,0.5904721621686346,5.674381616379478,7.98595331947439,4.298902365119673,1,0.28600000000000003
2,B2 SH,SHRIMPLIN,2878.5,62.048356784823994,0.5828518409557552,6.096918555268824,8.100759551478768,4.176899712552813,1,0.25
2,B2 SH,SHRIMPLIN,2879.0,70.63103479297315,0.5653730238594826,6.184431917524167,10.099564942212314,3.996403777842692,1,0.214
2,B2 SH,SHRIMPLIN,2879.5,85.19652874596798,0.5591071773297511,5.086870154681092,16.002421461967092,3.8893959261216393,1,0.179
3,B2 SH,SHRIMPLIN,2880.0,70.28376978596896,0.4641513611141966,0.5276897277508015,22.589358069658594,3.478093512795173,1,0.14300000000000002
3,B2 SH,SHRIMPLIN,2880.5,89.62240101551916,0.5135640916402442,-2.095462224584333,33.20084012427557,3.3207964026447665,1,0.107
3,B2 SH,SHRIMPLIN,2881.0,85.84948064619223,0.524818528523487,-3.700449391835563,36.252262001191404,2.9379329931092952,1,0.071
3,B2 SH,SHRIMPLIN,2881.5,67.47180361837128,0.5297072176970837,-2.6912616586851548,29.208447904376055,2.688505056394436,1,0.036000000000000004
7,B2 LM,SHRIMPLIN,2882.0,51.95748109687261,0.5717335138679934,0.346926205823213,18.13002888566426,2.9805976975104813,2,1.0
7,B2 LM,SHRIMPLIN,2882.5,31.661127864724236,0.6062190988797054,2.427437094497211,7.856845133478126,3.752033946619309,2,0.938
7,B2 LM,SHRIMPLIN,2883.0,25.41003973019349,0.6815149872771992,4.215496604244387,3.2163523654134223,4.884002411211025,2,0.875
8,B2 LM,SHRIMPLIN,2883.5,16.73453820738584,0.7450201264160555,5.135018581867232,1.7340257618566624,5.73484986546145,2,0.813
8,B2 LM,SHRIMPLIN,2884.0,8.591623202325474,0.8318981611074034,5.1409453279172075,1.8965652140854474,6.14246511528684,2,0.75
8,B2 LM,SHRIMPLIN,2884.5,18.238953169680006,0.9963556742726517,5.661926397181088,4.172061296501997,6.34311863177055,2,0.688
8,B2 LM,SHRIMPLIN,2885.0,22.094317389369376,1.114335243195932,5.591458725140216,5.136475876642394,6.194075882353259,2,0.625
8,B2 LM,SHRIMPLIN,2885.5,20.327552266073248,1.1599652518993182,5.108792168856571,4.665475388359158,5.911916004658198,2,0.563
8,B2 LM,SHRIMPLIN,2886.0,21.910778927638667,1.170278978525539,4.814896155887802,4.394006369107644,5.782294752166708,2,0.5
8,B2 LM,SHRIMPLIN,2886.5,26.772205712401096,1.1522569200062198,4.705817064042239,4.483450863109021,5.747394264772084,2,0.43799999999999994
8,B2 LM,SHRIMPLIN,2887.0,42.046615676382046,1.1374941048513605,5.490699059884387,5.161402323130545,5.76962019703322,2,0.375
8,B2 LM,SHRIMPLIN,2887.5,39.98724640653444,1.0538600538702347,5.161636884265017,4.151651158704428,5.616220844952303,2,0.313
8,B2 LM,SHRIMPLIN,2888.0,40.70519039742756,0.996825665846596,4.914190471350016,4.366911105248045,5.593028733569077,2,0.25
6,B2 LM,SHRIMPLIN,2888.5,43.66634363639641,0.9609746234895301,4.662695592139775,5.578352306412195,5.62991865710516,2,0.188
6,B2 LM,SHRIMPLIN,2889.0,34.305144925277986,0.8702430007072168,4.000917548605156,5.619136298029585,5.467954764444883,2,0.125
