GR,ILD_log10,DeltaPHI,PHIND,Depth,Well Name,Facies,Formation,PE,NM_M,RELPOS
0.6245803897955226,-0.31461699677595917,-0.4330926635427194,3.920976151272874,1.7010207911099051,CHURCHMAN BIBLE,2,C SH,1.651665385979727,1,0.118
0.4078307755224075,0.24370630614146904,-0.9917651193388602,3.1002522031756654,0.43230945166051155,CHURCHMAN BIBLE,3,B1 SH,1.6608725988930464,1,0.958
-0.2302795060897737,0.4986243283683925,-0.44198756155870805,0.3830671063124942,-0.8341224109432207,LUKE G U,3,C SH,1.6787963740413707,1,0.018000000000000002
0.5606794961772242,-0.09405218241006082,-1.0932693942935554,3.943998720160043,0.4412868399972158,CHURCHMAN BIBLE,3,B1 SH,1.7153653945432683,1,0.875
-0.32800992563753034,-0.1417632165750748,-1.8644174573083556,2.504763985487753,-0.8532874791108657,SHANKLE,3,A1 SH,1.7637335751054417,1,0.01
0.8479595162946846,-0.24093430662104454,-0.45021534972519267,1.586177173622738,-0.8469124401673347,LUKE G U,3,C SH,1.785627372246657,1,0.08800000000000001
0.8541174727203248,0.21639856704841734,-2.0604129368635093,5.912284482858181,-1.7660970810838477,CROSS H CATTLE,2,B1 SH,1.8070083339288936,1,0.894
0.6666584436738123,-0.5856416432055692,-1.6559289385866578,3.6465358063849793,1.5711980848423375,CHURCHMAN BIBLE,3,C SH,1.8320294803150976,1,0.912
1.5867366472319473,0.43086944014771167,-2.001865674110568,4.581753400991433,-1.7748920745262378,CROSS H CATTLE,3,B1 SH,1.8335416254323067,1,0.955
0.978302973229423,-0.5925785232184222,-1.2661416240875702,4.429357058970492,0.6951930026476622,CHURCHMAN BIBLE,3,B2 SH,1.8771513255161167,1,0.75
0.420952336186873,-0.8364100703033981,-0.9292397974118322,2.5705842638028606,-0.022973704884844796,SHANKLE,3,B4 SH,1.8854796499326516,1,0.104
0.745125777871328,-0.8708876058835525,-1.9782592829843446,3.389025557052467,-1.005381356605901,CROSS H CATTLE,3,C SH,1.8918722064070324,1,0.871
0.714650884614125,-0.3011116426672473,-2.6977907561228056,4.462256358393073,-0.928758151428165,CROSS H CATTLE,3,C SH,1.923775637868161,1,0.468
0.40091440841227155,-1.0639804845293694,-0.35327250637187196,1.673834969171448,-0.027004005689791118,SHANKLE,2,B4 SH,1.9239501936745944,1,0.125
1.0049427979575376,-0.5614096507309733,-1.3068970885502564,2.738004189292095,1.565617485145721,CHURCHMAN BIBLE,3,C SH,1.937145166511136,1,0.941
0.5793076266030106,-0.5840616333088878,-1.55548971452103,3.376882947339866,-0.018939364014172268,SHANKLE,3,B4 SH,1.9504297193839184,1,0.083
3.2715860196149156,-0.011773547348979096,-1.5863078621013857,2.7751047820210464,0.6762631713331014,CHURCHMAN BIBLE,3,B2 SH,1.9840330298248563,0,0.031
0.8529353278418508,-0.1239067099978664,-1.6281411150581506,3.081848912421513,0.40994312981464776,SHANKLE,3,C SH,1.9953355667963348,1,0.08800000000000001
0.426244270407579,-0.4413320854480754,-3.0025276420752665,3.9536298579373557,-0.7065915585090005,SHANKLE,3,B1 SH,2.003302991724356,1,0.939
0.6467043476481448,-0.164709631392068,-0.6049162200573928,2.1945849869822633,0.40548306223200836,SHANKLE,3,C SH,2.0236151148275154,1,0.105
0.30477781724538666,-1.2637020781175294,0.09577670902475344,0.8977372048407322,-0.031030269784411237,SHANKLE,2,B4 SH,2.032876125308778,1,0.146
0.044994817488896346,0.08376619362921668,-1.22245093875899,2.3308281447344603,0.4955234036525728,CHURCHMAN BIBLE,2,B1 SH,2.0407861610780653,1,0.333
0.38536467526925433,0.5941043207012697,-0.809698277715493,2.0209505012104962,0.4278273774579654,CHURCHMAN BIBLE,3,B1 SH,2.042272116296993,1,1.0
0.5057977598660814,-0.5783712726142132,-2.729265381241696,4.083013547765854,-0.7032532240258066,SHANKLE,3,B1 SH,2.0456738819834115,1,0.918
0.3401466163969311,-0.5780108750818863,-1.7198330713504564,4.123437347944593,1.5767839760825668,CHURCHMAN BIBLE,3,C SH,2.05540204612832,1,0.882
0.0027530705519368684,0.2891015194796112,-0.7838245682507973,1.7177382257535256,0.4909792313777342,CHURCHMAN BIBLE,2,B1 SH,2.0790466722054184,1,0.375
0.588679169753686,-0.07995002332204455,-1.3806471080204334,3.550054586640581,0.44578216133543086,CHURCHMAN BIBLE,3,B1 SH,2.084213155689952,1,0.833
0.5773828133324578,-0.21421088403469532,-0.5300191348523516,3.2328500302509853,1.6953174288554402,CHURCHMAN BIBLE,2,C SH,2.111325241858391,1,0.147
0.5361377398952262,0.2199441403383554,-2.160809120405118,5.392679452408253,-1.7638922186454253,CROSS H CATTLE,2,B1 SH,2.115937743947725,1,0.879
0.8811154811446902,-0.40683464864308067,0.9241748386316224,2.184287894084229,-0.6323453094818757,LUKE G U,3,C LM,2.1171459224341955,1,0.118
0.5494115668496949,-0.5761197943370506,0.3854207217745699,2.1085004603303132,-0.8596492316208844,SHANKLE,2,A1 SH,2.1210705368065588,1,0.032
0.5123967576797608,-0.593057389406118,-1.5057413821704504,4.291544048127835,0.6999370039359043,CHURCHMAN BIBLE,3,B2 SH,2.1286571602562683,1,0.667
0.16901806629037372,-0.3441274888076599,-2.0030945848860995,3.5889614776752174,0.7141967718644232,CHURCHMAN BIBLE,3,B2 SH,2.1290155168197744,1,0.417
0.7005620515586481,-0.3165033820468532,-2.2208946919216093,3.8653269038339855,-0.014900979720158723,SHANKLE,3,B4 SH,2.1471841510865683,1,0.063
0.7918042743718294,-0.8488431112584047,-1.8260302002455606,2.646076735918027,-1.008404613449369,CROSS H CATTLE,3,C SH,2.148118094928454,1,0.887
0.7078460514749845,-0.6821441177241963,-1.593622914004638,2.0170556885129005,-0.2119323024169668,SHANKLE,3,B3 SH,2.1485819399564443,1,0.091
0.16036204021364944,0.4133001148565773,-3.1980633865813233,2.21885443484757,-0.5000720961257927,SHANKLE,3,B2 SH,2.1487188811748132,1,0.971
0.27389275798558416,-0.25360479787983076,-2.833605698061115,3.181007340547842,-0.709926440077875,SHANKLE,3,B1 SH,2.151289718275155,1,0.959
-0.4899996921195583,0.19271549759957637,-2.430320963015766,3.5361198568098664,1.7181632220325405,CHURCHMAN BIBLE,8,C LM,2.15633974401051,0,1.0
0.18988403528444045,-0.10346630371916431,-1.663832777105954,3.2344831441184807,0.7189592949966663,CHURCHMAN BIBLE,3,B2 SH,2.166129484040551,1,0.25
0.1584701965005338,-1.4338575303482175,0.39770527180370213,0.28657832111810705,-0.03505250052189173,SHANKLE,2,B4 SH,2.1812814153000692,1,0.16699999999999998
0.07729604336801221,-0.11075596101245981,-1.5215840966646759,2.551255143287725,0.5000720386624455,CHURCHMAN BIBLE,2,B1 SH,2.1893235830218107,1,0.292
0.13206075003995604,-0.47981745543902216,-2.0365702318781493,3.853071096198418,0.7094388848050412,CHURCHMAN BIBLE,3,B2 SH,2.2140210239619504,1,0.5
0.7647041735589954,0.1591596961953579,-1.6096043457348732,3.1838289603706915,0.9331572712657449,CHURCHMAN BIBLE,2,B3 SH,2.2272201276254626,1,0.28600000000000003
0.7558139009113493,-0.8299662837717391,-0.01832766669880035,2.2327306854899525,-0.6357568429710926,LUKE G U,3,C LM,2.227801262807533,1,0.132
0.9911455192291998,0.5481091221969236,-2.0283361518680225,3.3127748984183403,-1.7814627035001105,CROSS H CATTLE,3,B1 SH,2.227898263412504,1,1.0
0.7902065663776022,-0.027230617668056754,1.3916165022345617,1.8715734759377198,-0.6289302574018626,LUKE G U,3,C LM,2.2330699657624997,1,0.103
0.5170893959667068,0.1463088622175527,-3.0053174933913116,2.020552523247786,-0.4929664452359291,SHANKLE,2,B2 SH,2.2333527682294525,1,0.912
0.9262493319278727,-0.3607073725890085,0.07554073004383641,1.5092063127296214,-0.8501016218801254,LUKE G U,3,C SH,2.2435562861154894,1,0.105
0.7129748508912425,-0.062238074849527425,-2.894615760771785,3.5336849371625174,0.41440759153818624,SHANKLE,3,C SH,2.2525239261141867,1,0.07
0.35600634806223674,-0.23642782246182895,-1.0495292524019213,2.6828429560786984,1.6329348398403207,CHURCHMAN BIBLE,2,C SH,2.2557328754382677,1,0.529
0.23103938541083005,-0.5497752158986025,-1.8189924673410818,4.078337431081597,0.7046856300756831,CHURCHMAN BIBLE,3,B2 SH,2.2595531419952675,1,0.583
0.5052189320548767,-0.14701164892029148,-2.5707592433564987,2.5316494853499862,-0.6764218871386505,SHANKLE,3,B1 SH,2.2663766963497367,1,0.755
0.5991144542651676,-0.6664579247723529,-2.072158785907578,3.6571079127232733,-0.6999114336642778,SHANKLE,3,B1 SH,2.2734828191419445,1,0.898
-0.041813993066976606,0.4820388926950565,-0.34333927125677893,0.8438843235821054,0.4864395182066508,CHURCHMAN BIBLE,2,B1 SH,2.2760346799830447,1,0.417
0.38538970469131706,-0.3078490199892768,-0.6450617847747948,2.6600450582018347,1.6272958039425305,CHURCHMAN BIBLE,2,C SH,2.288309231373469,1,0.5589999999999999
0.7796800071480997,-0.8837421981678676,-0.9871883796233526,1.4831826217830202,-0.21577258547076844,SHANKLE,3,B3 SH,2.3108548780811047,1,0.114
0.8923114412868314,-0.7378901938639554,-2.3297051476180117,1.7504574404523834,-0.8596492316208844,CROSS H CATTLE,2,C SH,2.3124719109560163,1,0.113
-0.007206161695816707,-1.189120178642016,-0.5941900599401494,1.0420996116748062,-0.928758151428165,SHANKLE,1,A1 SH,2.3146324565195657,1,0.387
-0.021740931791272587,-1.1402726247891,-0.6540883973332765,1.0702368110610219,-0.9256512240430431,SHANKLE,1,A1 SH,2.3203639834731744,1,0.371
-0.39561397005261406,0.08963718344117129,-1.0996098618742738,1.375151676874803,0.025705991764296214,SHANKLE,3,B5 SH,2.322011328127502,1,1.0
0.7831230285798068,-0.5564050647511124,-2.7199387767810714,2.277401471481095,-1.1354324936208702,CROSS H CATTLE,3,B5 SH,2.3251692016362795,1,0.654
0.09824002154947953,-0.5485928862407039,-1.5012849667320072,4.182371814331668,1.5823751630262786,CHURCHMAN BIBLE,3,C SH,2.331486337578957,1,0.8240000000000001
0.30788794231983246,-0.18568682568872583,-1.1082898423769336,1.1948827360063057,0.4010273852033819,SHANKLE,3,C SH,2.332760850173398,1,0.123
0.8372512918625582,-0.5115030589233451,-3.2191926329602336,2.931342628918949,-1.1325435117230829,CROSS H CATTLE,3,B5 SH,2.342927948304179,1,0.615
0.13353646010463172,-1.5728349363546845,0.5576015860625789,-0.1486504369127077,-0.0390707012532085,SHANKLE,2,B4 SH,2.3478961798617517,1,0.188
0.5531543492872322,-0.4919601394058226,-2.0182514315051754,2.211599197779936,-0.2080881378788325,SHANKLE,3,B3 SH,2.3481395874395226,1,0.068
0.9566952899152726,-1.6979431127152271,-2.4379367776157386,2.5954654648490907,-1.6504777460143618,CROSS H CATTLE,4,B1 SH,2.3512032888474126,1,0.121
0.3100514019895443,-0.1457682998146843,-1.3120504473498122,2.482939018568779,1.638579213183244,CHURCHMAN BIBLE,2,C SH,2.355499612400547,1,0.5
0.8918899049596725,-1.5056866780068672,-2.9623011395201293,2.356922550727675,-1.6481450138158193,CROSS H CATTLE,2,B1 SH,2.3577887712909598,1,0.106
-0.45367961843163346,0.7183823588252269,-2.6880409819175246,2.050277542013955,-0.5036194684790108,SHANKLE,3,B2 SH,2.3582185236737505,1,1.0
-0.060408124179764926,-1.2035258537491722,-3.2388703491024176,2.914805314325708,-1.0917746583013064,CROSS H CATTLE,3,B5 SH,2.3595859457738317,1,0.038
0.3853835778886054,0.22391845750374587,-0.025387118998846055,0.5630028928366833,1.0691838103302929,CHURCHMAN BIBLE,2,B4 SH,2.364897517086808,1,0.438
0.024942367011565863,-1.0939302426714912,-0.7685071833439974,1.0316421241472074,-0.9225410406132187,SHANKLE,1,A1 SH,2.366806952431656,1,0.355
0.7532355310874207,-0.5767517213274543,-1.9950306996377876,1.4659602793213111,-1.1383184127159502,CROSS H CATTLE,2,B5 SH,2.3686487893139057,1,0.6920000000000001
0.6848816590320245,-1.982741885377468,0.105076017638593,1.046816241655622,-1.3059694362718395,LUKE G U,3,B3 SH,2.3729354007122403,1,0.629
0.7380590745577852,-1.9217421510391641,0.3181554395912076,0.9735400510130855,-1.3086735462996286,LUKE G U,3,B3 SH,2.375553722589901,1,0.657
0.14976103689498188,-0.23187504495387498,-1.6733643058680343,2.5369591869499692,0.050265822971148025,SHANKLE,3,B5 SH,2.3777789271152496,1,0.45
1.0973385381534442,-0.6394182430067475,-2.379180101390793,1.6555505642062283,-0.8564700147337208,CROSS H CATTLE,2,C SH,2.3807835402633097,1,0.097
0.6939270960009982,-1.2106296435699622,0.15071370723873304,1.6370208438695615,-0.8754956354100384,SHANKLE,2,A1 SH,2.3810811419761846,1,0.113
-0.001289035629141037,-1.2373099736286528,-0.5894353953216149,0.9596726578502704,-0.9318618255956642,SHANKLE,1,A1 SH,2.3858845981529258,1,0.403
0.0855665360796666,-1.1256161802299356,-3.030782927610371,2.654116312619727,-1.0947068032582468,CROSS H CATTLE,5,B5 SH,2.3870361525232924,1,0.077
0.797149835659934,0.07194597431747049,-1.2930775353055235,2.7082008573666463,0.9281870188827488,CHURCHMAN BIBLE,2,B3 SH,2.3873698214121384,1,0.28600000000000003
-0.7376236893749298,0.7259362370894074,0.16924858011599236,-0.4361643061592191,-0.8212789595592568,LUKE G U,8,C LM,2.3876133583651766,0,0.956
0.7758712317525449,-0.6087907252430715,-0.5345193652816486,2.7631891576541445,-0.6865096540838359,SHANKLE,3,B1 SH,2.390190054015717,1,0.816
1.357745266845226,0.17873563795590652,-1.5169824804099488,1.8369008532783668,0.20075088252971116,SHANKLE,3,C SH,2.391419863954331,1,0.93
0.8778595179824925,-0.8012267471848289,-1.9539743537678096,1.9596719459084153,-1.0114246898979664,CROSS H CATTLE,3,C SH,2.393064466758263,1,0.903
0.5916855485369648,0.16913088442596355,-0.19405786793274157,1.009375330610105,1.074290123848128,CHURCHMAN BIBLE,3,B4 SH,2.3945748761631704,1,0.375
0.6288134528809279,-0.41933080644346116,-1.8411279409412376,2.7363860442971335,-0.556396022740614,SHANKLE,3,B1 SH,2.395052307541488,1,0.041
0.3882018719207163,-0.3622268554960705,-0.17832028849964845,2.494430150625931,1.6216621013039905,CHURCHMAN BIBLE,3,C SH,2.3958339363036005,1,0.588
0.12021102024327862,0.20959695372913278,-1.3418641449821933,2.749186657577211,0.7237264579470156,CHURCHMAN BIBLE,7,B2 SH,2.3973501984014867,1,0.16699999999999998
0.674226987945929,0.0870433848688068,-1.3730972259960426,2.2101982577717827,0.20500843149684325,SHANKLE,3,C SH,2.399738371822921,1,0.912
0.6564383770647668,-2.009659210565238,-0.2849108071019069,1.105320418472635,-1.3032624243083397,LUKE G U,3,B3 SH,2.3998987340694784,1,0.6
0.6074329833692238,-0.3337797819295935,-1.9818681703293741,2.794682154315649,-0.6797879518106978,SHANKLE,3,B1 SH,2.403260500889847,1,0.7759999999999999
0.8126629473345668,-1.8651177573544844,0.16535710042870785,0.9850271327523878,-1.3113747569717726,LUKE G U,3,B3 SH,2.4078143144150257,1,0.6859999999999999
0.6978799683074571,-0.4910683713614521,-1.1994683316600148,2.8005175334896393,-0.6831505397997016,SHANKLE,3,B1 SH,2.4101706260687283,1,0.7959999999999999
1.035403505669347,-1.886886484697851,-1.444719543772174,2.138567392881259,-1.6528079131694615,CROSS H CATTLE,2,B1 SH,2.414931262579672,1,0.136
0.7624061677998969,-1.2291754833451076,0.09405715237083077,1.392461380594522,-0.8786550000887046,SHANKLE,1,A1 SH,2.4161117124133433,1,0.129
0.27745703131910526,-0.017732581231771984,-2.207165709872214,2.007804545204715,-0.7132578716944232,SHANKLE,3,B1 SH,2.4165847937864164,1,0.98
0.6354406428050733,-0.7525773717401281,-2.6492841847982023,1.8857001674949816,-0.8628251326425751,CROSS H CATTLE,2,C SH,2.4177029861162613,1,0.129
0.12234846247903046,-1.0533267196678902,-0.8879478577620281,0.9380082564530369,-0.9194275983096597,SHANKLE,1,A1 SH,2.421316780312752,1,0.339
0.923233824198056,-0.4575064877255501,-3.3659707337264795,3.2353373585758582,-1.1296514643276983,CROSS H CATTLE,3,B5 SH,2.4226785713464047,1,0.5770000000000001
-0.4218193023676258,-0.8680391341117907,-1.2214390395838768,1.337346836627963,-1.1209569021788242,LUKE G U,3,B5 SH,2.4259384504110564,1,0.333
0.9163270842612726,-1.3126507587117613,-2.8128653521714475,1.6052265188713897,-1.6458097142329136,CROSS H CATTLE,2,B1 SH,2.4312907576986724,1,0.091
0.655835775747215,-1.9957314750696722,-0.24544835045714888,1.132676348831183,-1.3005525078272413,LUKE G U,3,B3 SH,2.4538928809933855,1,0.5710000000000001
0.15919246664719292,-1.021541134711,-0.9525933711009109,0.8081715118686067,-0.9163108943013853,SHANKLE,1,A1 SH,2.4653397423427137,1,0.32299999999999995
0.5148174637354731,0.24367741138175011,-1.8717355323465772,2.793904756604258,0.9381323306517423,CHURCHMAN BIBLE,2,B3 SH,2.4658120805928263,1,0.214
0.08064725188639928,-2.101128596445487,-1.4413035932612959,3.2061736357896136,0.07497328474681966,SHANKLE,3,B5 SH,2.465880153486024,1,0.15
-0.2653178691121564,-0.6635837239316953,-1.2994554471661164,1.1548992090032684,-1.118052565806492,LUKE G U,3,B5 SH,2.4675866912586746,1,0.25
0.706334728656094,-0.5584529679956056,-1.3482766364986016,0.7630272162301631,-1.14120127170133,CROSS H CATTLE,2,B5 SH,2.469087163759108,1,0.731
0.9051804700360063,-1.8135512502101332,-0.19064164011247597,1.169852987039596,-1.3140730708665147,LUKE G U,3,B3 SH,2.4691552341612595,1,0.7140000000000001
0.40442987062652264,0.05817182264012743,-2.7621442494517257,1.9857587161842323,-0.6730523428033574,SHANKLE,3,B1 SH,2.4721028822519724,1,0.735
0.2845518968640129,0.23999996033346646,-2.163999695241526,4.6879568340855355,-1.7616849060671051,CROSS H CATTLE,2,B1 SH,2.472963051376505,1,0.8640000000000001
1.279846341509778,-0.4968098180028845,-0.7575136284920034,1.6137578119006375,1.56004217283545,CHURCHMAN BIBLE,3,C SH,2.4739979157096927,1,0.971
0.8065528059760375,-0.6832256259008065,-0.4249299579972999,2.781647582502774,-0.6898652976392491,SHANKLE,3,B1 SH,2.4759652581867235,1,0.8370000000000001
0.7283914715923616,-0.6130002142924122,-1.0416074005440488,1.8755759175645481,-0.5598856633871826,SHANKLE,3,B1 SH,2.479544149197127,1,0.061
-0.18231942887043065,-2.227165141087132,-1.134995170265236,3.319960448351188,0.07910559958827117,SHANKLE,3,B5 SH,2.481167355180169,1,0.1
0.49856483520910233,-0.05021131184488749,-2.652804772629692,3.8148036929761258,-0.01085854864297384,SHANKLE,3,B4 SH,2.4858007891275284,1,0.042
0.20448042966567076,-1.0016369490225736,-0.8745392865239168,0.7180234996369907,-0.9131909257554601,SHANKLE,1,A1 SH,2.4897367897595823,1,0.306
0.7585464894345454,-0.15094712162650373,-2.186654563423254,2.8845355996775375,-0.9256512240430431,CROSS H CATTLE,3,C SH,2.49016616830196,1,0.452
-0.5829794265271909,-1.0785694081823507,-1.1346544232543199,1.5111788885366155,-1.1238581622551664,LUKE G U,3,B5 SH,2.491184115498266,1,0.417
0.2369889965188691,-0.07496745415902525,-2.657658781891825,2.9706872238441213,-0.5529027968387221,SHANKLE,3,B1 SH,2.4936153172113342,1,0.02
0.3398977273483558,0.29706464995966525,-0.2979258825568005,0.16090209042811193,1.0640824087507246,CHURCHMAN BIBLE,2,B4 SH,2.4947694134343283,1,0.5
0.3341135027554889,-1.9048011995169587,-1.6932883774924696,2.790789508269579,0.07084509116747073,SHANKLE,3,B5 SH,2.505760262360126,1,0.2
0.6781441582745581,-0.7103559630439057,-1.3019206110549166,3.2124137732742217,-0.6965661844583824,SHANKLE,3,B1 SH,2.509393334891851,1,0.878
0.6082269141141609,-0.07886881340772907,-2.3194472001371795,1.5738698966692757,-0.48940816052315017,SHANKLE,2,B2 SH,2.5107767492404007,1,0.882
0.36602756914287154,-0.9957763591782225,-0.530176776885025,0.7277159225817473,-0.9100676898369968,SHANKLE,1,A1 SH,2.511655321522721,1,0.29
0.1016091105157635,-0.2759051966117341,-1.5662897598180054,2.378868309078927,0.5046251400409808,CHURCHMAN BIBLE,2,B1 SH,2.5119170936180346,1,0.25
-0.1191412057041307,-3.1231301776462272,-0.46245886332047786,1.032329618747867,-1.9307102051353153,CROSS H CATTLE,1,A1 SH,2.5169167581449057,1,0.382
-0.11402231274797552,-3.0783669105143674,-0.411951354035976,1.039697701514572,-1.9286896331212375,CROSS H CATTLE,1,A1 SH,2.5188624949611613,1,0.368
0.3494726222227065,-0.40367796434895437,0.2183971962929545,2.318855234199366,1.6160337277414263,CHURCHMAN BIBLE,3,C SH,2.5201886878948154,1,0.647
0.1787671728035103,-1.6791762087197202,0.5840243164021303,-0.3941366072869915,-0.04308487532712471,SHANKLE,2,B4 SH,2.5204371817127558,1,0.208
-0.029363504629595538,-1.2839320960524034,-0.6764816969630789,0.8635681092246426,-0.9349622493706717,SHANKLE,1,A1 SH,2.5213822308650533,1,0.419
0.18177265645317894,-1.5000755454520647,-0.4710048670525569,0.3595771690539164,-0.2501610017601215,SHANKLE,2,B3 SH,2.523987209915298,1,0.318
-0.005552325545757326,-0.5141407676666804,-1.0883778202550252,3.9114758806201397,1.587971649835933,CHURCHMAN BIBLE,3,C SH,2.5241589060297187,1,0.794
-0.12326827599593232,-3.1263191422406114,-0.49998731977534716,1.0258996322291183,-1.932728500192607,CROSS H CATTLE,1,A1 SH,2.5269016888011517,1,0.395
0.45777020435469523,-1.0540810310812494,-1.3074349840848616,1.9697035188620178,-0.6391648608761604,LUKE G U,3,C LM,2.528738733592859,1,0.147
0.677825104724422,-1.9411486495576689,0.024000097190579335,1.0982554926247292,-1.297839684244833,LUKE G U,3,B3 SH,2.5317444430768226,1,0.5429999999999999
1.0089730947225264,-2.069725930165905,-0.5549543575021644,1.3660117941780652,-1.6551355176203417,CROSS H CATTLE,1,B1 SH,2.5343259268080955,1,0.152
-0.11311461461605407,-2.9988065020592,-0.3535416579167269,1.0465387787013762,-1.9266667820207286,CROSS H CATTLE,1,A1 SH,2.534640278950339,1,0.355
0.5237757064600612,0.02689250765838646,-1.6171573247603328,2.8233548473168555,0.4502819055934819,CHURCHMAN BIBLE,3,B1 SH,2.534679283850083,1,0.792
0.3211749506302917,0.022625424760476603,-1.9695962796236683,1.2587031617423383,-0.6357568429710926,CROSS H CATTLE,2,C LM,2.536350234225841,0,0.103
0.4697273249964502,0.1725748848436714,1.5127535337336666,1.3541790299437797,-0.6255116837223651,LUKE G U,8,C LM,2.5380456057863263,0,0.07400000000000001
0.03365745296678087,0.03440264623016154,-1.8753864122834925,0.942744277249417,-0.6323453094818757,CROSS H CATTLE,3,C LM,2.5416333568636653,0,0.08800000000000001
-0.12782007593616412,-3.0849749617263367,-0.516417100510512,1.015325477261251,-1.9347445204211748,CROSS H CATTLE,1,A1 SH,2.5462906877621783,1,0.408
-0.39757519632197386,-2.286748814776008,-0.6340287389552791,3.0441731511934953,0.08324203910290681,SHANKLE,3,B5 SH,2.5475740457114937,1,0.05
-0.045185398658053925,-0.8630687134671386,-0.262215614008509,0.20167373537365157,-0.47871143221289425,NOLAN,2,A1 SH,2.548049474050648,1,0.659
0.47568658494478827,-0.5907066483499214,-2.008348381201765,2.8863060101946787,0.05437346132784368,SHANKLE,3,B5 SH,2.5482839381914246,1,0.4
0.3563360549802479,-1.1626796080103714,0.493098183750354,1.4505753727055564,-0.8723329691874488,SHANKLE,2,A1 SH,2.5490335532369786,1,0.097
0.6979718560133514,-1.0025156993054083,0.10348612142800047,0.8260515844756612,-0.9069411837091526,SHANKLE,1,A1 SH,2.5511554823614158,1,0.274
1.0286721832426189,-0.4096872798701308,-3.1874279702863237,3.1856066589463237,-1.1267563487379446,CROSS H CATTLE,3,B5 SH,2.551862348572521,1,0.5379999999999999
-1.0903694585676975,0.3542768327712464,-0.005548372041301482,-0.13911657987278353,0.021626988080162043,SHANKLE,6,B4 LM,2.558901414905974,0,0.14300000000000002
1.0084571387416432,-1.7470434730135547,-0.5882559373645981,1.4817460802187028,-1.3167684905602777,LUKE G U,3,B3 SH,2.559014539802253,1,0.743
0.8546990886822552,-1.2581103538150107,-1.4107378285301617,1.1957796210326033,-1.2010391744299684,CROSS H CATTLE,2,B4 SH,2.562629852050489,1,0.071
-0.09367387309074104,-2.891631902783367,-0.2926911183790259,1.0461252732496373,-1.9246416497025634,CROSS H CATTLE,1,A1 SH,2.563457409772364,1,0.342
0.7677042634449291,-0.7162244904923764,-0.7142729771892402,2.914265923658487,-0.6932174734400649,SHANKLE,3,B1 SH,2.5639034933898293,1,0.857
1.0384279202428657,-1.120858317820511,-2.083516179026866,0.9192400605905809,-1.6434718449230286,CROSS H CATTLE,2,B1 SH,2.5658514557989727,1,0.076
0.5740809313569245,-1.2252674844902318,0.3806195507074465,0.8196799568152472,-0.8818110660818544,SHANKLE,1,A1 SH,2.566266259878946,1,0.145
